,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1275,Intel Xeon Platinum 9242,CPU,2019/4/2,14,350,,8000,2300,Intel,Intel,,,
1695,Intel Xeon Platinum 9222,CPU,2019/4/2,14,250,,8000,2300,Intel,Intel,,,
459,AMD Ryzen 5 PRO 3500U,CPU,2019/4/8,12,15,210,4940,2100,GF,AMD,,,
513,AMD Ryzen 7 PRO 3700U,CPU,2019/4/8,12,15,210,4940,2300,GF,AMD,,,
844,AMD Athlon PRO 300U,CPU,2019/4/8,14,15,,,2400,GF,AMD,,,
1103,AMD Ryzen 3 PRO 3300U,CPU,2019/4/8,12,15,210,4940,2100,GF,AMD,,,
3785,AMD Radeon Vega 10 Mobile,GPU,2019/4/8,14,15,210,4940,300,GF,AMD,3584,1792,112
4280,AMD Radeon Vega 8 Mobile,GPU,2019/4/8,14,15,210,4940,300,GF,AMD,2458,1229,76.8
325,Intel Core i7-9750HF,CPU,2019/4/23,14,45,149,,2600,Intel,Intel,,,
361,Intel Core i3-9350K,CPU,2019/4/23,14,91,,,4000,Intel,Intel,,,
538,Intel Core i7-9750H,CPU,2019/4/23,14,45,149,,2600,Intel,Intel,,,
761,Intel Core i3-9300,CPU,2019/4/23,14,62,,,3700,Intel,Intel,,,
911,Intel Core i7-9700,CPU,2019/4/23,14,65,,,3000,Intel,Intel,,,
950,Intel Core i7-9700F,CPU,2019/4/23,14,65,,,3000,Intel,Intel,,,
960,Intel Core i3-9100F,CPU,2019/4/23,14,65,,,3600,Intel,Intel,,,
1257,Intel Core i9-9980HK,CPU,2019/4/23,14,45,149,,2400,Intel,Intel,,,
1351,Intel Core i9-9880H,CPU,2019/4/23,14,45,149,,2300,Intel,Intel,,,
1726,Intel Core i9-9900,CPU,2019/4/23,14,65,180,,3100,Intel,Intel,,,
1741,Intel Core i5-9500F,CPU,2019/4/23,14,65,,,3000,Intel,Intel,,,
1904,Intel Core i3-9320,CPU,2019/4/23,14,62,,,3700,Intel,Intel,,,
2185,Intel Core i7-9850H,CPU,2019/4/23,14,45,149,,2600,Intel,Intel,,,
2489,NVIDIA GeForce GTX 1660 Ti Mobile,GPU,2019/4/23,12,,284,6600,1455,TSMC,NVIDIA,9769,4884,152.6
3842,NVIDIA GeForce GTX 1650,GPU,2019/4/23,12,75,200,4700,1485,TSMC,NVIDIA,5967,2984,93.24
3963,NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,2019/4/23,12,,284,6600,1140,TSMC,NVIDIA,8202,4101,128.2
4168,NVIDIA GeForce GTX 1650 Max-Q,GPU,2019/4/23,12,30,200,4700,1020,TSMC,NVIDIA,5100,2550,79.68
4742,NVIDIA GeForce GTX 1650 Mobile,GPU,2019/4/23,12,50,200,4700,1395,TSMC,NVIDIA,6390,3195,99.84
2154,AMD Ryzen 7 2700X 50th Anniversary,CPU,2019/4/29,12,105,192,4800,3700,GF,AMD,,,
2676,AMD Radeon RX 640 Mobile,GPU,2019/5/13,14,50,103,2200,1082,GF,AMD,1559,1559,97.44
3494,AMD Radeon 620 Mobile,GPU,2019/5/13,28,50,125,1550,730,TSMC,AMD,786.4,786.4,49.15
4257,AMD Radeon 630 Mobile,GPU,2019/5/13,14,50,103,2200,1082,GF,AMD,1240,1240,77.5
4524,AMD Radeon 625 Mobile,GPU,2019/5/13,28,50,125,1550,730,TSMC,AMD,786.4,786.4,49.15
3797,NVIDIA Quadro P520 Mobile,GPU,2019/5/23,14,18,74,1800,1303,Samsung,NVIDIA,17.92,1147,35.83
4637,AMD Radeon 610 Mobile,GPU,2019/5/23,28,50,56,690,1030,TSMC,AMD,,659.2,41.2
2298,NVIDIA Quadro T1000 Mobile,GPU,2019/5/27,12,50,200,4700,1395,TSMC,NVIDIA,5215,2607,81.48
2310,NVIDIA Quadro RTX 4000 Max-Q,GPU,2019/5/27,12,80,545,13600,780,TSMC,NVIDIA,14130,7066,220.8
2323,NVIDIA Quadro RTX 3000 Max-Q,GPU,2019/5/27,12,60,445,10800,600,TSMC,NVIDIA,9331,4666,145.8
2682,NVIDIA Quadro RTX 3000 Mobile Refresh,GPU,2019/5/27,12,80,445,10800,945,TSMC,NVIDIA,10600,5299,165.6
3181,NVIDIA Quadro T2000 Mobile,GPU,2019/5/27,12,60,200,4700,1575,TSMC,NVIDIA,7311,3656,114.2
3514,NVIDIA Quadro RTX 3000 Mobile,GPU,2019/5/27,12,80,445,10800,945,TSMC,NVIDIA,10600,5299,165.6
4238,NVIDIA Quadro T2000 Max-Q,GPU,2019/5/27,12,40,200,4700,1200,TSMC,NVIDIA,6636,3318,103.7
4471,NVIDIA Quadro RTX 5000 Max-Q,GPU,2019/5/27,12,80,545,13600,600,TSMC,NVIDIA,16590,8294,259.2
4541,NVIDIA Quadro RTX 4000 Mobile,GPU,2019/5/27,12,110,545,13600,1110,TSMC,NVIDIA,15970,7987,249.6
4775,NVIDIA Quadro RTX 5000 Mobile,GPU,2019/5/27,12,110,545,13600,1035,TSMC,NVIDIA,18980,9492,296.6
2890,Intel Iris Plus Graphics G4,GPU,2019/5/29,10,15,,,300,Intel,Intel,1613,806.4,201.6
3798,Intel UHD Graphics G1,GPU,2019/5/29,10,15,,,300,Intel,Intel,921.6,460.8,115.2
2255,AMD Radeon Pro Vega II,GPU,2019/6/3,7,475,331,13230,1574,TSMC,AMD,28180,14090,880.6
3234,NVIDIA Quadro P2200,GPU,2019/6/10,16,75,200,4400,1000,TSMC,NVIDIA,59.72,3822,119.4
4164,AMD Radeon Pro WX 3200 Mobile,GPU,2019/7/2,14,65,103,2200,1082,GF,AMD,1385,1385,86.56
4174,AMD Radeon Pro WX 3200,GPU,2019/7/2,14,65,103,2200,1295,GF,AMD,1658,1658,103.6
484,AMD Ryzen 5 3400G,CPU,2019/7/7,12,65,210,4940,3700,GF,AMD,,,
721,AMD Ryzen 9 3900X,CPU,2019/7/7,7,105,74,3800,3800,TSMC,AMD,,,
1045,AMD Ryzen 5 3600XT,CPU,2019/7/7,7,95,74,3800,3800,TSMC,AMD,,,
1158,AMD Ryzen 3 3200G,CPU,2019/7/7,12,65,210,49,3600,GF,AMD,,,
1272,AMD Ryzen 5 3600X,CPU,2019/7/7,7,95,74,3800,3800,TSMC,AMD,,,
1589,AMD Ryzen 5 3600,CPU,2019/7/7,7,65,74,3800,3600,TSMC,AMD,,,
1727,AMD Ryzen 7 3700X,CPU,2019/7/7,7,65,74,3800,3600,TSMC,AMD,,,
2058,AMD Ryzen 7 3800X,CPU,2019/7/7,7,105,74,3800,3900,TSMC,AMD,,,
2470,AMD Radeon RX 5700 XT,GPU,2019/7/7,7,225,251,10300,1605,TSMC,AMD,19510,9754,609.6
2518,AMD Radeon RX Vega 11,GPU,2019/7/7,14,15,210,4940,300,GF,AMD,3942,1971,123.2
3937,AMD Radeon RX 5700,GPU,2019/7/7,7,180,251,10300,1465,TSMC,AMD,15900,7949,496.8
4149,AMD Radeon Vega 8,GPU,2019/7/7,14,15,210,4940,300,GF,AMD,2560,1280,80
4443,AMD Radeon RX 5700 XT 50th Anniversary,GPU,2019/7/7,7,225,251,10300,1680,TSMC,AMD,20280,10140,633.6
3621,NVIDIA GeForce RTX 2060 SUPER,GPU,2019/7/9,12,175,445,10800,1470,TSMC,NVIDIA,14360,7181,224.4
4052,NVIDIA GeForce RTX 2070 SUPER,GPU,2019/7/9,12,215,545,13600,1605,TSMC,NVIDIA,18120,9062,283.2
2342,NVIDIA GeForce RTX 2080 SUPER,GPU,2019/7/23,12,250,545,13600,1650,TSMC,NVIDIA,22300,11150,348.5
503,Intel Core i5-1035G1,CPU,2019/8/1,10,25,,,1000,Intel,Intel,,,
642,Intel Core i3-1005G1,CPU,2019/8/1,10,25,,,1200,Intel,Intel,,,
703,Intel Core i7-1068G7,CPU,2019/8/1,10,28,,,2300,Intel,Intel,,,
744,Intel Core i7-1060G7,CPU,2019/8/1,10,12,,,1000,Intel,Intel,,,
818,Intel Core i5-1035G4,CPU,2019/8/1,10,25,,,1100,Intel,Intel,,,
876,Intel Core i3-1000G4,CPU,2019/8/1,10,12,,,1100,Intel,Intel,,,
1252,Intel Core i5-1035G7,CPU,2019/8/1,10,25,,,1200,Intel,Intel,,,
1486,Intel Core i5-1030G4,CPU,2019/8/1,10,12,,,700,Intel,Intel,,,
1623,Intel Core i7-1065G7,CPU,2019/8/1,10,25,,,1300,Intel,Intel,,,
1969,Intel Core i3-1000G1,CPU,2019/8/1,10,12,,,1100,Intel,Intel,,,
2173,Intel Core i5-1030G7,CPU,2019/8/1,10,12,,,800,Intel,Intel,,,
61,AMD EPYC 7302,CPU,2019/8/7,7,155,74,3800,3000,TSMC,AMD,,,
65,AMD EPYC 7502,CPU,2019/8/7,7,180,74,3800,2500,TSMC,AMD,,,
293,AMD EPYC 7402,CPU,2019/8/7,7,180,74,3800,2800,TSMC,AMD,,,
366,AMD EPYC 7232P,CPU,2019/8/7,7,120,74,3800,3100,TSMC,AMD,,,
